,album,artist,genre,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,mood,track_id,index,energy_level,positivity_level
2821,Artemisia,Erik Friedlander,Jazz,Seven Heartbreaks,0.861,0.494,330667,0.184,0.47100000000000003,0,0.11,-17.578,0,0.0333,118.785,3,0.14400000000000002,,2GTVMKDgonT9B93A1aeGkz,,,
2822,Investigations (Deluxe Edition),Pablo Held Trio,Jazz,Investigations,0.653,0.409,467037,0.387,0.8690000000000001,6,0.151,-19.250999999999998,0,0.039,111.339,4,0.301,Fiery,1DWjtZb8qyXsKfpNW2IAQ3,Fiery,1.0,0.0
2823,Modul 60,Nik Bärtsch,Jazz,Modul 60,0.976,0.517,308480,0.0359,0.7909999999999999,2,0.11900000000000001,-21.166,1,0.0521,91.615,5,0.0634,,2t2sKyKpBUD2poUNoCsnXQ,,,
2824,Real Sofa Techno Jazz Surfers,Space Tigers Berlin,Jazz,Stalker,0.0421,0.376,403381,0.638,0.406,4,0.0665,-11.832,0,0.0686,81.733,3,0.41200000000000003,,0sDvwaeYoIZzH2wFTZyNf9,,,
2825,"Currents, Constellations",The Nels Cline 4,Jazz,Swing Ghost '59,0.5329999999999999,0.42700000000000005,301739,0.379,0.495,6,0.185,-17.8,0,0.0459,101.124,3,0.262,,12s6nWhIBF1B166FyYAq4K,,,
2826,Fists of Fury,Kamasi Washington,Jazz,Fists of Fury,0.284,0.4,583174,0.889,0.78,3,0.0885,-8.315,0,0.1,103.52799999999999,4,0.5529999999999999,,1Etl6q0mmPV60TtOCD0uch,,,
2827,"Faces in Places (feat. Keisuke Matsuno, Martin Nevin, Jason Burger & Elias Stemeseder)",Timo Vollbrecht,Jazz,Mala's World,0.838,0.314,575827,0.395,0.895,4,0.29,-11.849,0,0.0417,83.404,4,0.188,,4Y77JxS6vozwbUBZQv6rAq,,,
2828,Murmuration,The Expansions,Jazz,Cannonball,0.545,0.503,415750,0.413,0.836,0,0.0928,-15.39,0,0.0468,156.89,4,0.546,Sensual,4CNfKDculZofkt4WLKFEgb,Sensual,0.0,0.0
2829,Chillhop Essentials Spring 2018,City Girl,Jazz,Eowyn,0.665,0.68,181800,0.386,0.691,8,0.19,-14.684000000000001,0,0.0521,99.986,4,0.109,,6Hg19BMxkbdV8elutEdtSI,,,
2830,The Quest,Andreas Varady,Jazz,Radiska,0.677,0.37,536314,0.586,0.69,2,0.0845,-12.038,0,0.0357,127.198,4,0.507,Fiery,5RXLoLiz5bOYBdpiabGLDN,Fiery,1.0,0.0
2831,Mediterraneamente,Gianluigi Trovesi,Jazz,Gargantella,0.483,0.7070000000000001,291413,0.396,0.84,5,0.0732,-15.591,0,0.046,97.522,3,0.17800000000000002,Tender,5RyLQJC37rsGda9GWcubit,Tender,-2.0,1.0
2832,Never Ending Story,Matyas Gayer Trio,Jazz,Lullaby of the Leaves,0.633,0.495,443267,0.284,0.12300000000000001,0,0.11199999999999999,-17.725,0,0.0291,132.049,4,0.41,,1AaL6FXYuxjooFfsvHAJlQ,,,
2833,West Village,European Jazz Trio,Jazz,The Korean,0.884,0.708,329794,0.142,0.8240000000000001,5,0.0973,-24.725,0,0.0523,86.01899999999999,4,0.624,Tender,1CutyLXNfGdzvo4P3KkdG6,Tender,-2.0,1.0
2834,Sagaye,Coherence Quartet,Jazz,Jerzmanowa,0.877,0.392,377747,0.307,0.57,2,0.113,-13.605,0,0.0292,107.90100000000001,3,0.175,Sentimental,0RxDaRVhFRSkcFMDF8dXsD,Sentimental,-2.0,0.0
2835,Scandal,Joe Lovano,Jazz,Full Sun,0.7509999999999999,0.517,306573,0.512,0.5379999999999999,1,0.278,-9.613999999999999,1,0.0701,103.00399999999999,3,0.451,,3YmfabTdwcKMOuPrivlAKd,,,
2836,Le combat des loups,ÉA Project,Jazz,Boomerang,0.7879999999999999,0.48100000000000004,278800,0.536,0.9159999999999999,0,0.0894,-9.658,1,0.0328,91.70100000000001,5,0.527,Fiery,1Kx0JguDZZQuFtTH52RStS,Fiery,1.0,0.0
2837,#NAME?,Mark Gross,Jazz,I've Lived Forever in Your Smile,0.693,0.457,396973,0.523,0.795,9,0.10099999999999999,-8.015,0,0.0618,74.502,3,0.5579999999999999,,5TtZ47hDJvCRX1jpoFp65Q,,,
2838,Conversation,Greg Adams,Jazz,Conversation,0.7909999999999999,0.737,261152,0.314,0.752,6,0.11699999999999999,-12.323,1,0.027999999999999997,111.109,4,0.385,,5LaGDUsnBEyzlXB3Q3zKEa,,,
2839,LOVEPLAYDANCE,TOSHIO MATSUURA GROUP,Jazz,L.M. II,0.244,0.589,546080,0.368,0.884,10,0.0888,-15.315999999999999,0,0.0963,82.935,4,0.539,Sensual,593lTSlVmBHgQGnX7jNQ3t,Sensual,0.0,0.0
2840,Faithful,Joey Alexander,Jazz,Faithful,0.65,0.475,546107,0.43200000000000005,0.6920000000000001,11,0.0855,-11.484000000000002,1,0.0443,142.68200000000002,5,0.374,,5LrtGznYDEkFOnuzPiGxSL,,,
2841,Copper,Romain Pilon,Jazz,Four Moons,0.8740000000000001,0.32299999999999995,444633,0.5,0.9129999999999999,2,0.0875,-11.459000000000001,1,0.0319,121.425,4,0.1,,47jDe7fWZXZhgQB74pMxy7,,,
2842,No Defense,Addison Frei Trio,Jazz,T Tune,0.667,0.40299999999999997,295573,0.303,0.626,4,0.11699999999999999,-15.594000000000001,0,0.0332,173.582,4,0.46399999999999997,Sentimental,37QIhXx4kJBEWQUzJ7XdrS,Sentimental,-2.0,0.0
2843,Köln,Andreas Schmid Quintett,Jazz,Percy's Pizza,0.619,0.521,334775,0.429,0.795,9,0.327,-11.948,1,0.0331,102.35700000000001,4,0.457,Fiery,2nbA3NVBLVMjJqgBfYylcA,Fiery,1.0,0.0
2844,It Might As Well Be Swing,Allan Vaché,Jazz,It Might As Well Be Spring,0.5760000000000001,0.5529999999999999,343220,0.397,0.7340000000000001,7,0.20800000000000002,-13.258,0,0.0423,119.96600000000001,4,0.486,Lively,6QpC0d2iix5fgSXqhJRjYn,Lively,1.0,2.0
2845,Beloved of the Sky,Renee Rosnes,Jazz,Rhythm of the River,0.9059999999999999,0.509,227458,0.355,0.91,5,0.154,-14.963,0,0.0409,115.55799999999999,4,0.732,Sentimental,6Cmxbm4aUaVWqu8oq9H6mW,Sentimental,-2.0,0.0
2846,Augmented Reality,Tobias Becker Bigband,Jazz,As Far as Light,0.8440000000000001,0.41200000000000003,688147,0.361,0.5539999999999999,0,0.0982,-11.939,0,0.0332,91.63,3,0.21100000000000002,,47kbKdy8LWhhyizQW9QsCp,,,
2847,Moksha,Ivo Neame,Jazz,Outsider,0.907,0.379,276027,0.217,0.563,1,0.102,-14.774000000000001,0,0.027999999999999997,80.84899999999999,4,0.0864,,4haERo1GMtTWQkuN0Ixyvb,,,
2848,For Travellers Only,Sébastien Texier,Jazz,Peace Overtures,0.987,0.36700000000000005,269573,0.168,0.332,9,0.111,-12.248,1,0.0348,99.204,3,0.115,,1SHs5iGZSw8DdM1BzT5jqH,,,
2849,Rise Up,Lakecia Benjamin,Jazz,Lonely,0.659,0.509,360320,0.163,0.24600000000000002,1,0.322,-13.665,1,0.0348,118.985,4,0.174,Melancholy,1MIIN2PSxwsMvCjoNLZgt1,Melancholy,-2.0,-1.0
2850,Steve Gadd Band,Steve Gadd Band,Jazz,Where's Earth?,0.163,0.818,254600,0.447,0.7390000000000001,2,0.0808,-12.798,1,0.0338,102.027,4,0.7909999999999999,Cool,0DRSpZ5Bxeu9sAEfC51UBh,Cool,-1.0,-1.0
2851,Factotum,Thijs de Klijn Quintet,Jazz,De Werf,0.564,0.613,387293,0.275,0.804,5,0.10800000000000001,-16.29,0,0.0325,92.06,4,0.431,,51cLGVkFHdVyLXRUyAhOI8,,,
2852,Code Girl,Mary Halvorson,Jazz,Thunderhead,0.306,0.44299999999999995,301334,0.503,0.718,9,0.316,-12.32,0,0.0325,108.069,4,0.261,Fiery,436di7vNgHYpE2sUBp0h16,Fiery,1.0,0.0
2853,When We Are,Nubya Garcia,Jazz,Source,0.45899999999999996,0.466,531880,0.693,0.804,5,0.256,-9.249,0,0.049,139.437,4,0.44799999999999995,Fiery,7LHwkeAwwXWWMIsPQEBLlx,Fiery,1.0,0.0
2854,Mara,Fazer,Jazz,Woody,0.124,0.648,420893,0.37200000000000005,0.652,3,0.0997,-14.228,0,0.0512,101.103,4,0.485,Gritty,71EmAvtU1wzfPc2ximn6lh,Gritty,-1.0,-2.0
2855,In-House Science (Live),Arild Andersen,Jazz,Venice - Live,0.153,0.371,524760,0.456,0.873,2,0.37200000000000005,-16.166,0,0.0391,151.509,4,0.39899999999999997,,2ec75skRZ4RqSy5EDOSwNG,,,
2856,Ash Walker Meets Sweatshop Soundsystem,Ash Walker,Jazz,Bagger,0.0297,0.629,204399,0.639,0.622,4,0.294,-8.584,0,0.0422,80.033,4,0.33799999999999997,,30sJMUqHFLshQzc0qWwZL3,,,
2857,Spirit Fingers,Spirit Fingers,Jazz,"inside (feat. Greg Spero, Hadrien Feraud, Mike Mitchell & Dario Chiazzolino)",0.47,0.314,279973,0.736,0.885,10,0.127,-9.008,0,0.0386,150.469,3,0.391,Fiery,25KGAs6zkiDj04gi09NBr3,Fiery,1.0,0.0
2858,"Unanimity (feat. Ron Miles, Scott Colley & Brian Blade)",Joshua Redman,Jazz,"Unanimity (feat. Ron Miles, Scott Colley & Brian Blade)",0.799,0.5589999999999999,309453,0.369,0.943,2,0.0631,-12.004000000000001,0,0.0582,130.675,4,0.78,Fiery,1gYnHWmZWxlo5fCOQgU7tv,Fiery,1.0,0.0
2859,Factotum,Thijs de Klijn Quintet,Jazz,Alternative Fact,0.389,0.547,320480,0.406,0.8320000000000001,6,0.0886,-13.349,1,0.0413,121.323,4,0.48200000000000004,Aggressive,1lI1Hbf8lRwsNAbIlUaUQy,Aggressive,2.0,-2.0
2860,Oslo (with Christian Weber & Eric Schaefer),Michael Wollny,Jazz,Zweidrei,0.74,0.526,137579,0.484,0.841,1,0.0803,-13.984000000000002,1,0.0295,99.865,3,0.327,Fiery,2ag3n0p4Un9dEHarxhWXiz,Fiery,1.0,0.0
2861,Spiral,Brad Mehldau Trio,Jazz,Spiral,0.534,0.396,513907,0.46,0.8909999999999999,0,0.102,-15.001,1,0.0356,79.384,4,0.348,Sentimental,5inbSC44mdYkATWSjons7k,Sentimental,-2.0,0.0
2862,Monsieur Claude (A Travel with Claude Debussy),Enrico Pieranunzi,Jazz,Rêverie,0.941,0.449,465056,0.168,0.21899999999999997,7,0.11699999999999999,-19.436,0,0.0317,123.618,4,0.141,Sentimental,1CC9182i2PGkWD5iV2Kd4V,Sentimental,-2.0,0.0
2863,Free as the Birds,Jay Phelps,Jazz,Amphitrite's Bounty,0.9390000000000001,0.527,487057,0.32,0.88,2,0.10800000000000001,-10.102,1,0.0297,102.12,4,0.405,Aggressive,3ht5b62zo7XHv8aODOzOHH,Aggressive,2.0,-2.0
2864,Oslo (with Christian Weber & Eric Schaefer),Michael Wollny,Jazz,Nuits blanches,0.8009999999999999,0.423,306357,0.359,0.7290000000000001,1,0.10400000000000001,-15.79,1,0.0333,126.2,4,0.168,Fiery,3GvzIZCkDsNB7ks6wak9hQ,Fiery,1.0,0.0
2865,Sonic Fiction,Matthew Shipp Quartet,Jazz,First Step,0.905,0.336,204080,0.187,0.313,8,0.126,-14.719000000000001,1,0.0315,82.179,4,0.0388,Sentimental,6prtfMlXq8ER0zknYsZCDw,Sentimental,-2.0,0.0
2866,Newklypso (For Sonny Rollins),Fred Hersch Trio,Jazz,Newklypso (For Sonny Rollins),0.475,0.494,520276,0.4,0.61,5,0.6679999999999999,-17.288,0,0.0983,111.48299999999999,4,0.7120000000000001,Fiery,3n0KvNJUXPikVz8CS9XTJC,Fiery,1.0,0.0
2867,Dystopia,Progger,Jazz,Choom,0.575,0.579,453367,0.526,0.607,7,0.125,-10.28,0,0.0397,87.109,4,0.297,Melancholy,33dSaxb2NQI4oJrMYFEd1w,Melancholy,-2.0,-1.0
2868,Wald,Richard Koch Quartett,Jazz,Moped,0.522,0.586,390175,0.511,0.875,10,0.07,-13.061,0,0.0455,129.632,4,0.75,,7tPgUPjY2zKmeR2OW0aOa9,,,
2869,A Circle Has No Beginning,Sameer Gupta,Jazz,Innocence in Harlem,0.8590000000000001,0.33299999999999996,408573,0.675,0.882,0,0.106,-10.692,1,0.0468,94.814,4,0.615,Fiery,527c27eDeYAuQTPe8oH6Dy,Fiery,1.0,0.0
2870,Fifteen,Nostalgia 77 and the Monster,Jazz,Measures,0.139,0.397,257427,0.424,0.9420000000000001,1,0.27399999999999997,-11.058,1,0.031,89.76100000000001,3,0.662,Cool,0zAIkzb2mls12aWWX7dwrT,Cool,-1.0,-1.0
2871,Abusey Junction,Kokoroko,Jazz,Abusey Junction,0.852,0.716,429093,0.348,0.937,8,0.11199999999999999,-11.86,0,0.0568,83.30799999999999,4,0.376,,0b8CIYRxsJUGcSlNynOtdn,,,
2872,Twio,Walter Smith III,Jazz,I'll Be Seeing You,0.8190000000000001,0.6759999999999999,345227,0.337,0.6970000000000001,10,0.113,-11.619000000000002,0,0.0591,76.509,4,0.46299999999999997,Sophisticated,7mQABL54BhDbTAY3dkd71Q,Sophisticated,-1.0,0.0
2873,Indelible,Oddfish,Jazz,Indelible,0.41100000000000003,0.629,139605,0.47700000000000004,0.754,7,0.11599999999999999,-10.669,0,0.05,79.98,4,0.157,Other,1oAZDPOn9Pz3980GjdjxOi,,,
2874,Tadow,Masego,Jazz,Tadow,0.711,0.7190000000000001,301639,0.48700000000000004,8.36e-05,9,0.0958,-6.21,0,0.0604,121.729,4,0.345,Sensual,1DoS5ql0TW3ejjJGHbsAmz,Sensual,0.0,0.0
2875,Morning Dew,Matt Quentin,Jazz,Morning Dew,0.89,0.6859999999999999,237037,0.332,0.342,9,0.107,-11.759,1,0.0454,80.994,4,0.0745,Sensual,32gaGfRgDMrMtcpCqF078U,Sensual,0.0,0.0
2876,Geography,Tom Misch,Jazz,Lost in Paris,0.364,0.7879999999999999,194023,0.711,2.07e-05,1,0.0838,-7.811,0,0.0597,104.149,4,0.802,,4A7DUET5H4f7dJkUhjfVFB,,,
2877,Smoke.Netflix.Chill.,Tank and The Bangas,Jazz,Smoke.Netflix.Chill.,0.43200000000000005,0.525,246738,0.8290000000000001,0.0,7,0.81,-6.112,1,0.542,177.324,4,0.833,,04Yi3WxTBY599l1J8RnzIM,,,
2878,Way Down Here,Simon Jefferis,Jazz,Way Down Here,0.41,0.8270000000000001,225833,0.384,0.708,1,0.867,-12.359000000000002,0,0.134,90.005,4,0.518,Melancholy,2bhVjSpJ1QcM1TtNiCjOjy,Melancholy,-2.0,-1.0
2879,Chillhop Essentials Fall 2017,L'Indécis,Jazz,Le Sud,0.5589999999999999,0.7709999999999999,185181,0.413,0.16399999999999998,11,0.127,-10.654000000000002,0,0.27,93.13799999999999,4,0.469,Sensual,6s3nF4cPHbVJwDB3Ra6IuJ,Sensual,0.0,0.0
2880,her,j'san,Jazz,groovy life,0.331,0.85,162667,0.326,0.938,7,0.122,-10.267000000000001,1,0.055,90.029,4,0.402,Gritty,0Q3GXfTYjrqi7MAsTpFku0,Gritty,-1.0,-2.0
2881,Sundae Sauuce Presents: Morning Gelato,A Sol Mechanic,Jazz,Memory Well,0.887,0.331,296065,0.268,0.883,3,0.0789,-14.395999999999999,0,0.037000000000000005,121.854,4,0.0565,Cool,2UQ1FMQDQuAQKTf8UKohyv,Cool,-1.0,-1.0
2882,Night Time Blues,Castelluzzo,Jazz,Night Time Blues,0.10300000000000001,0.7340000000000001,196714,0.35100000000000003,0.431,5,0.13,-14.761,1,0.113,140.037,4,0.526,,2oRd8uU1u5aqUHw2VUKQoX,,,
2883,I've Always Been,Mac Ayres,Jazz,I've Always Been,0.664,0.787,114930,0.38,0.00403,1,0.35700000000000004,-11.113,0,0.267,71.072,4,0.45299999999999996,Lively,0Uxmhbm1sUiyh6geMnwzG4,Lively,1.0,2.0
2884,Yawn,Nick Dorian,Jazz,Yawn,0.815,0.6579999999999999,219106,0.732,0.0268,5,0.113,-5.992999999999999,0,0.0413,90.06200000000001,4,0.623,,0x9bNbN63u3kEGgq9sJKeV,,,
2885,Silk Noise Reflex,James Tillman,Jazz,Casual Encounters,0.852,0.408,214227,0.344,0.541,4,0.0941,-13.927,0,0.0808,150.03,4,0.159,,6omtWgXFEAeIoyEkiMFe9o,,,
2886,On My Mind / Charge It to the Game (feat. Syd & Kari Faux),Patrick Paige II,Jazz,On My Mind / Charge It to the Game (feat. Syd & Kari Faux),0.753,0.332,325251,0.674,7.190000000000001e-05,10,0.0774,-10.474,1,0.102,77.794,4,0.5479999999999999,,1Gy2xvCApVfTsKIAk0xEc7,,,
2887,Renewable Energy,The New Mastersounds,Jazz,Stash,0.621,0.518,357707,0.6779999999999999,0.895,11,0.10800000000000001,-11.193,1,0.0455,119.93299999999999,4,0.35700000000000004,,5fzXB2dzI09vDNSGvwDq31,,,
2888,The Crown,Oli Hannaford,Jazz,The Crown,0.746,0.47700000000000004,187476,0.361,0.000458,6,0.122,-9.592,1,0.20600000000000002,89.262,4,0.14400000000000002,,0fIYb8vIZqt8c18BGKpOe2,,,
2889,Destination,Ruck P,Jazz,Destination,0.386,0.7609999999999999,282062,0.5539999999999999,0.258,7,0.12,-7.725,0,0.0554,97.03,4,0.392,Excited,6D7iSWp1lC1SSCuYkqP4gL,Excited,2.0,2.0
2890,Celebrate Life!,Elaquent,Jazz,Sao Paulo,0.0362,0.8029999999999999,165773,0.528,0.7759999999999999,8,0.0712,-9.717,1,0.0563,112.041,5,0.27699999999999997,Cool,308Fmw0sSwxDDBsIyUlzzm,Cool,-1.0,-1.0
2891,Palimpseste (Voyage imaginaire dans les ruines de Detroit),Sylvain Daniel,Jazz,Vanity Ballroom,0.498,0.956,244217,0.319,0.8109999999999999,2,0.102,-12.377,1,0.0538,107.955,4,0.6,Sensual,0nWYRnuWoIgYF60HNjS6Os,Sensual,0.0,0.0
2892,Short Straw,Natty Reeves,Jazz,Short Straw,0.00147,0.898,142617,0.7190000000000001,0.614,2,0.0793,-4.609,1,0.0752,127.90799999999999,4,0.524,Excited,2d6rhDLeIqMWRCVn8Mw2Mb,Excited,2.0,2.0
2893,She Said,Hablot Brown,Jazz,She Said,0.585,0.782,179310,0.42200000000000004,8.73e-05,5,0.11900000000000001,-6.4639999999999995,0,0.311,87.09100000000001,4,0.509,Urgent,3griMd2FSimhnvHWOveakD,Urgent,1.0,-1.0
2894,In the Moment,Silo,Jazz,In the Moment,0.43200000000000005,0.833,200046,0.38299999999999995,0.0248,1,0.0767,-8.073,0,0.18,89.96600000000001,4,0.385,Empowering,7K2BX6zltKq9a2MVB0ivkz,Empowering,0.0,1.0
2895,Voyager,Moonchild,Jazz,The List,0.8420000000000001,0.436,305760,0.341,0.0489,0,0.248,-12.329,1,0.266,83.46600000000001,4,0.325,Sensual,5QvxufjYSHVZoNLhEOL9AR,Sensual,0.0,0.0
2896,Chillhop Essentials Winter 2017,Nymano,Jazz,night walk,0.821,0.675,189137,0.35200000000000004,0.8,7,0.0876,-8.173,1,0.0529,91.97399999999999,4,0.204,Sensual,09Av2vPBF4pZoqKdbFfQKA,Sensual,0.0,0.0
2897,Getaway,Shibo,Jazz,Getaway,0.7979999999999999,0.7170000000000001,136364,0.584,0.677,9,0.198,-5.792999999999999,0,0.0603,88.03399999999999,4,0.662,,0SOg0VldvpnbaPZfS4ZXgJ,,,
2898,Soulection White Label - J.Robb,J.Robb,Jazz,Drumss,0.34,0.745,167832,0.11699999999999999,0.898,1,0.14,-12.0,1,0.259,81.186,4,0.5489999999999999,Defiant,6qMExjyIOHf4M5rf8Ft2AA,Defiant,2.0,-1.0
2899,Morning After,Rayana Jay,Jazz,Way Back,0.287,0.863,180000,0.508,1.88e-05,3,0.0873,-7.349,0,0.0569,119.949,4,0.531,Sensual,3eIzChv8AqByBiRwxDMFxN,Sensual,0.0,0.0
2900,Grooves Vol. 1,Penthouse Penthouse,Jazz,Untitled,0.45399999999999996,0.865,132250,0.43200000000000005,0.0611,7,0.168,-10.832,0,0.46399999999999997,75.007,4,0.625,Aggressive,2jOcIEtZzYimQgECpiqGlE,Aggressive,2.0,-2.0
2901,Beats For Days - Vol. 2,Gonza,Jazz,Neo Zoul,0.0151,0.598,83693,0.201,0.745,7,0.106,-20.695,1,0.0766,84.89,4,0.665,Aggressive,6KIKPTiN0RGR95sM5qYDnJ,Aggressive,2.0,-2.0
2902,Drive Slow,Mac Ayres,Jazz,Lonely,0.643,0.698,259709,0.353,0.0114,9,0.11,-13.759,1,0.22899999999999998,81.168,4,0.35600000000000004,Urgent,1FhGOQLalS0eXLL0Wkwzp5,Urgent,1.0,-1.0
2903,Birdsongs,Suff Daddy,Jazz,Macrowave,0.23800000000000002,0.852,223146,0.299,0.0315,2,0.113,-9.073,0,0.17,140.032,4,0.519,Cool,6iLMOVSTV2hYwWke1HzmY2,Cool,-1.0,-1.0
2904,Paths,"quickly, quickly",Jazz,Blingblingbling,0.335,0.54,104096,0.457,0.706,9,0.11800000000000001,-6.6,1,0.317,167.77,4,0.642,,35qlk8sTjO4xHAVilmMjli,,,
2905,La Planta,Sumwun,Jazz,Honey,0.662,0.7,109197,0.0772,0.89,5,0.132,-12.013,0,0.302,176.255,4,0.7120000000000001,Energizing,4AEb2qGp5qEAbKX0AbX7fT,Energizing,2.0,0.0
2906,Mind,Bluestaeb,Jazz,Mind,0.536,0.728,189341,0.45399999999999996,0.008459999999999999,3,0.105,-8.599,0,0.0277,92.059,4,0.596,,7d5V536KzBiXFpt5v3UIUx,,,
2907,Cinematics Vol. 1,Soulive,Jazz,Waves,0.00445,0.6779999999999999,208147,0.826,0.848,2,0.126,-10.42,1,0.0521,98.241,4,0.495,Sensual,56519brcLZilMPEMGyHGN7,Sensual,0.0,0.0
2908,Navajo,Masego,Jazz,Navajo,0.114,0.6859999999999999,194157,0.5920000000000001,1.16e-06,6,0.248,-7.398,0,0.26,89.01299999999999,4,0.364,Sensual,6zWU7YALeEDMcPGhKKZJhV,Sensual,0.0,0.0
2909,Charlie Eastern,Jalen Santoy,Jazz,Foreplay,0.14300000000000002,0.7929999999999999,171371,0.315,0.0142,1,0.113,-7.457000000000001,1,0.0825,118.824,4,0.541,Cool,3mogmakkKiKWOB0tVj1X9i,Cool,-1.0,-1.0
2910,It Runs Through Me,Tom Misch,Jazz,It Runs Through Me,0.205,0.802,261881,0.607,0.0007480000000000001,11,0.24600000000000002,-11.027999999999999,0,0.289,96.916,4,0.27399999999999997,,0p92TJPcRHCbcSk3wCwWBz,,,
2911,Zodiacs,The Deli,Jazz,Fire,0.601,0.8109999999999999,196000,0.258,0.758,0,0.0817,-6.405,0,0.0857,90.104,4,0.598,Romantic,4Gio6OkNKuhlGvAJmkgzMZ,Romantic,-1.0,1.0
2912,Wikipedia,Jean Deaux,Jazz,Wikipedia,0.391,0.7709999999999999,199970,0.462,5.72e-06,11,0.267,-8.717,0,0.128,145.908,4,0.875,Cool,5ymQzQmUWJNIMlTUAldfVZ,Cool,-1.0,-1.0
2913,Chillhop Essentials Spring 2018,Joe Corfield,Jazz,Wildflower,0.9279999999999999,0.67,147584,0.139,0.9490000000000001,1,0.0947,-11.068,1,0.0725,91.054,4,0.6579999999999999,Sophisticated,1eYTN19ZXz0i9iuIX2TD5U,Sophisticated,-1.0,0.0
2914,Con Todo El Mundo,Khruangbin,Jazz,Shades of Man,0.0475,0.659,227148,0.498,0.855,4,0.777,-8.301,0,0.0597,82.633,4,0.7959999999999999,Melancholy,0R1zq6cpERr255n3R4kaxM,Melancholy,-2.0,-1.0
2915,Four-Eighteen,Cid Rim,Jazz,Four-Eighteen,0.109,0.5579999999999999,207000,0.39799999999999996,0.88,1,0.21,-11.220999999999998,1,0.0337,129.92700000000002,4,0.185,Stirring,46lbp1Pg4IyQPSVwT9n6up,Stirring,1.0,1.0
2916,Habitats EP,Pablo Queu,Jazz,Is This Real,0.009040000000000001,0.742,215500,0.635,4.44e-05,7,0.102,-9.168,0,0.031,112.04700000000001,4,0.526,Romantic,6spL6oedXIkDCpj7ON4DWZ,Romantic,-1.0,1.0
2917,Chillhop Essentials Winter 2017,The Breed,Jazz,Salmiakki,0.0674,0.852,177009,0.46,0.532,8,0.0924,-6.357,1,0.19699999999999998,86.99600000000001,4,0.731,Aggressive,3WqEIsjp2Hu99Alhxu7XpH,Aggressive,2.0,-2.0
2918,Children of Nu,Reginald Omas Mamode IV,Jazz,I Guess,0.0108,0.97,189627,0.5770000000000001,0.21,2,0.0603,-10.397,1,0.0459,103.978,4,0.9890000000000001,Cool,5qPUXkv7Ouk9aT5al9JLiw,Cool,-1.0,-1.0
2919,Somewhere in Between (Swarvy Remix),Braxton Cook,Jazz,Somewhere in Between (Swarvy Remix),0.22399999999999998,0.705,211812,0.57,0.475,5,0.076,-9.216000000000001,1,0.0777,103.02600000000001,4,0.469,,2dhsQxL1RR8z0rBPnMe5tv,,,
2920,Strings Attached (with Kiyoshi Kitagawa & Toni Moreno),Dan Rose,Jazz,Strings Attached,0.915,0.507,247747,0.285,0.00627,9,0.0803,-15.694,1,0.0381,111.331,4,0.233,Sentimental,124feIwyP62moSuGC4VBeT,Sentimental,-2.0,0.0
2921,See the Light,Broca's Area,Jazz,See,0.38299999999999995,0.64,172652,0.61,0.867,4,0.636,-12.363,1,0.0438,112.994,4,0.245,Sensual,3HQyOoeP7ErkjtMgEYyqG1,Sensual,0.0,0.0
2922,In the Moment - EP,Silo,Jazz,So Fine,0.532,0.784,209685,0.49,0.281,3,0.107,-8.991,0,0.0482,95.009,4,0.16899999999999998,Sensual,5QmEPEwd71aQWYRnnF1Tin,Sensual,0.0,0.0
2923,Keep Up Wimmi,Zilo,Jazz,Keep Up Wimmi,0.10400000000000001,0.7340000000000001,201758,0.531,0.0,6,0.125,-5.691,0,0.221,91.07600000000001,4,0.5579999999999999,Rowdy,22jjnj2eL1aEGwWEM8d0WH,Rowdy,2.0,1.0
2924,Papercut,Eli Way,Jazz,Papercut,0.193,0.655,199121,0.647,0.0,6,0.8859999999999999,-6.742000000000001,0,0.204,90.916,4,0.349,,6kfhoMPFKFtc6Ge2hzyxOD,,,
2925,Sweet Time,Raveena,Jazz,Sweet Time,0.618,0.8190000000000001,251433,0.363,0.00199,0,0.10300000000000001,-9.466000000000001,1,0.17,96.001,4,0.55,Sensual,3wv9jIR1DAGxTRMm1kH6GL,Sensual,0.0,0.0
2926,The Complete Lester Young Studio Sessions On Verve,Lester Young,Jazz,Gypsy In My Soul,0.63,0.696,253933,0.18899999999999997,2.4299999999999998e-05,0,0.0863,-15.985999999999999,1,0.0575,96.041,4,0.61,Easygoing,7eSmEqtqvqiVSRLrkA7egO,Easygoing,-1.0,2.0
2927,A Swingin' Affair (The Rudy Van Gelder Edition),Dexter Gordon,Jazz,Don't Explain - 2005 Digital Remaster,0.9259999999999999,0.488,366280,0.146,0.0291,5,0.105,-12.949000000000002,1,0.0349,114.464,4,0.149,Sentimental,62QZvTYmdmEZMIIqwa3vHU,Sentimental,-2.0,0.0
2928,Duke Ellington And Johnny Hodges Play The Blues Back To Back,Duke Ellington,Jazz,Loveless Love,0.841,0.613,429267,0.0322,0.0017399999999999998,5,0.0983,-23.493000000000002,1,0.0419,90.286,4,0.23399999999999999,,4yZykIG01zgZBHGlzinrz0,,,
2929,That Old Feeling,Zoot Sims Quartet,Jazz,The Man I Love,0.9470000000000001,0.593,317800,0.109,0.659,5,0.107,-13.675999999999998,0,0.0642,76.164,4,0.434,Sophisticated,38C4V3FZ6JqZfAmb0egX01,Sophisticated,-1.0,0.0
